Date,Ball1,Ball2,Ball3,Ball4,Ball5,Ball6
06/19/2018,11,13,28,65,70,14
06/22/2018,02,06,11,27,44,20
06/26/2018,17,25,29,39,60,19
06/29/2018,02,32,47,49,68,23
07/03/2018,13,35,45,49,68,23
07/06/2018,02,10,46,50,56,16
07/10/2018,01,17,28,56,70,14
07/13/2018,21,22,39,59,68,02
07/17/2018,40,41,61,66,67,12
07/20/2018,01,14,30,44,62,01
07/24/2018,01,02,04,19,29,20
07/27/2018,01,32,40,49,63,20
07/31/2018,12,15,35,64,69,09
08/03/2018,09,28,30,54,60,02
08/07/2018,02,13,15,21,62,02
08/10/2018,01,03,12,22,42,06
08/14/2018,11,26,44,45,46,11
08/17/2018,01,31,32,47,56,03
08/21/2018,14,16,19,38,57,11
08/24/2018,01,06,13,18,49,08
08/28/2018,03,20,33,34,41,20
08/31/2018,07,18,29,32,45,17
09/04/2018,02,07,25,35,44,03
09/07/2018,08,10,41,54,68,10
09/11/2018,15,30,51,62,67,19
09/14/2018,23,30,40,43,66,13
09/18/2018,31,32,43,63,68,17
09/21/2018,01,02,11,52,64,09
09/25/2018,08,16,32,48,61,12
09/28/2018,39,45,52,56,59,15
10/02/2018,02,22,29,31,34,01
10/05/2018,27,28,32,41,69,12
10/09/2018,20,22,39,54,60,18
10/12/2018,04,24,46,61,70,07
10/16/2018,03,45,49,61,69,09
10/19/2018,15,23,53,65,70,07
10/23/2018,05,28,62,65,70,05
10/26/2018,01,28,61,62,63,05
10/30/2018,20,31,39,46,49,23
11/02/2018,03,23,28,46,62,16
11/06/2018,28,34,37,56,69,12
11/09/2018,08,14,27,57,67,05
11/13/2018,34,46,57,65,69,11
11/16/2018,33,36,63,68,69,16
11/20/2018,10,16,31,42,66,10
11/23/2018,07,10,30,33,59,23
11/27/2018,12,24,37,42,57,18
11/30/2018,25,28,40,43,63,19
12/04/2018,28,31,41,42,50,04
12/07/2018,04,10,20,33,57,13
12/11/2018,04,38,39,54,59,12
12/14/2018,05,22,26,43,49,23
12/18/2018,13,22,32,60,69,09
12/21/2018,10,13,61,62,70,05
12/25/2018,02,08,42,43,50,06
12/28/2018,09,10,25,37,38,21
01/01/2019,34,44,57,62,70,14
01/04/2019,21,29,35,54,60,15
01/08/2019,13,26,29,38,64,05
01/11/2019,04,05,31,62,69,20
01/15/2019,29,52,58,60,62,07
01/18/2019,02,43,48,62,64,24
01/22/2019,04,15,37,59,64,16
01/25/2019,08,16,30,38,61,10
01/29/2019,10,33,53,54,62,22
02/01/2019,02,37,48,66,68,11
02/05/2019,03,34,36,59,66,07
02/08/2019,14,24,31,42,48,13
02/12/2019,15,32,39,50,65,07
02/15/2019,10,38,40,43,65,12
02/19/2019,17,24,34,56,65,03
02/22/2019,18,24,31,34,55,04
02/26/2019,10,12,14,24,60,20
03/01/2019,29,33,39,60,66,21
03/05/2019,15,20,32,37,52,06
03/08/2019,04,09,42,62,68,07
03/12/2019,10,12,16,49,57,18
03/15/2019,03,29,56,62,64,04
03/19/2019,10,42,53,67,68,15
03/22/2019,07,36,58,60,62,10
03/26/2019,04,14,22,43,58,09
03/29/2019,05,14,15,62,66,03
04/02/2019,33,47,58,59,64,25
04/05/2019,08,22,24,38,64,21
04/09/2019,11,22,34,44,58,09
04/12/2019,01,24,25,40,70,04
04/16/2019,11,29,34,48,54,10
04/19/2019,18,25,43,44,57,25
04/23/2019,07,24,30,48,67,09
04/26/2019,09,17,23,30,46,10
04/30/2019,24,37,41,61,70,20
05/03/2019,08,16,22,66,68,11
05/07/2019,03,06,34,54,63,19
05/10/2019,03,16,21,61,62,19
05/14/2019,11,59,66,67,68,18
05/17/2019,05,17,28,32,63,11
05/21/2019,10,50,55,56,58,15
05/24/2019,14,41,44,56,62,10
05/28/2019,09,21,34,42,50,21
05/31/2019,07,08,26,65,67,04
06/04/2019,25,37,46,48,68,25
06/07/2019,17,19,27,40,68,02
06/11/2019,20,34,39,43,57,13
06/14/2019,19,40,47,57,65,06
06/18/2019,12,14,22,24,48,21
06/21/2019,13,30,36,48,62,18
06/25/2019,24,33,45,47,61,17
06/28/2019,02,35,49,53,63,01
07/02/2019,03,25,37,40,55,13
07/05/2019,06,38,47,57,63,12
07/09/2019,12,26,40,48,64,01
07/12/2019,08,25,38,56,59,07
07/16/2019,08,16,31,48,52,23
07/19/2019,16,18,28,33,67,14
07/23/2019,01,04,23,40,45,11
07/26/2019,04,06,11,43,48,11
07/30/2019,10,24,28,33,38,06
08/02/2019,11,20,26,48,70,19
08/06/2019,11,17,31,43,55,16
08/09/2019,15,53,56,59,63,01
08/13/2019,07,27,31,34,51,05
08/16/2019,04,14,24,26,46,14
08/20/2019,08,14,25,51,63,04
08/23/2019,11,15,37,54,68,21
08/27/2019,08,12,23,39,43,06
08/30/2019,03,09,11,34,39,10
09/03/2019,13,20,27,61,62,05
09/06/2019,04,11,13,19,31,10
09/10/2019,34,47,48,50,55,24
09/13/2019,06,16,37,59,62,05
09/17/2019,12,15,30,50,65,01
09/20/2019,23,24,42,48,53,22
09/24/2019,06,14,24,42,46,09
09/27/2019,12,20,31,43,45,20
10/01/2019,10,17,39,42,59,03
10/04/2019,11,38,44,48,70,17
10/08/2019,05,08,10,17,48,23
10/11/2019,14,22,30,37,60,08
10/15/2019,04,12,14,35,70,02
10/18/2019,18,58,60,65,67,20
10/22/2019,05,11,14,23,25,10
10/25/2019,16,24,25,52,60,06
10/29/2019,04,09,17,27,39,22
11/01/2019,09,20,36,41,54,22
11/05/2019,02,09,24,49,54,19
11/08/2019,03,04,10,39,58,14
11/12/2019,19,30,44,56,65,24
11/15/2019,12,19,34,35,68,20
11/19/2019,22,43,44,47,66,22
11/22/2019,07,12,17,49,53,24
11/26/2019,08,27,29,38,43,13
11/29/2019,06,08,31,50,65,09
12/03/2019,23,43,60,63,69,19
12/06/2019,20,31,40,46,61,20
12/10/2019,18,31,46,54,61,25
12/13/2019,17,21,29,39,56,22
12/17/2019,22,30,53,55,56,16
12/20/2019,03,20,23,35,60,16
12/24/2019,27,37,48,63,66,11
12/27/2019,17,34,40,63,64,24
12/31/2019,30,44,49,53,56,11
01/03/2020,37,41,42,53,63,16
01/07/2020,25,40,41,52,56,21
01/10/2020,17,27,49,51,66,02
01/14/2020,09,11,13,31,47,11
01/17/2020,03,25,30,54,70,09
01/21/2020,16,18,29,31,37,08
01/24/2020,03,04,18,23,38,24
01/28/2020,17,36,47,51,62,21
01/31/2020,28,31,33,57,62,19
02/04/2020,32,48,50,51,64,10
02/07/2020,09,14,27,36,52,04
02/11/2020,04,06,32,52,64,06
02/14/2020,10,32,48,54,55,18
02/18/2020,06,12,39,61,70,04
02/21/2020,04,07,13,16,60,06
02/25/2020,02,09,43,49,63,15
02/28/2020,02,03,14,41,64,17
03/03/2020,08,12,33,56,64,02
03/06/2020,15,48,56,58,70,04
03/10/2020,06,17,48,54,69,12
03/13/2020,07,22,37,43,44,22
03/17/2020,20,27,28,58,59,25
03/20/2020,34,35,41,45,54,05
03/24/2020,02,08,16,18,31,14
03/27/2020,03,25,28,50,60,01
03/31/2020,08,17,51,57,70,02
04/03/2020,24,38,44,57,58,17
04/07/2020,25,33,43,51,68,20
04/10/2020,02,11,21,57,60,13
04/14/2020,29,47,65,69,70,07
04/17/2020,13,35,39,46,55,14
04/21/2020,13,15,24,67,70,17
04/24/2020,01,27,32,60,67,18
04/28/2020,13,19,53,54,63,17
05/01/2020,28,30,31,35,66,14
05/05/2020,07,13,17,21,45,14
05/08/2020,05,20,22,61,70,04
05/12/2020,07,16,27,44,52,05
05/15/2020,11,17,32,33,46,25
05/19/2020,08,19,25,36,66,09
05/22/2020,08,10,20,44,46,18
05/26/2020,34,52,58,59,62,04
05/29/2020,10,13,32,41,51,03
06/02/2020,09,20,23,26,29,08
06/05/2020,32,35,37,47,55,22
06/09/2020,01,05,09,10,23,22
06/12/2020,09,14,57,67,70,02
06/16/2020,21,23,33,35,42,06
06/19/2020,11,34,36,52,66,07
06/23/2020,06,20,37,40,48,15
06/26/2020,19,33,37,56,57,06
06/30/2020,09,16,29,37,53,11
07/03/2020,20,40,44,45,50,24
07/07/2020,16,20,25,30,43,18
07/10/2020,10,15,20,49,53,22
07/14/2020,06,26,55,56,64,22
07/17/2020,12,13,21,46,57,21
07/21/2020,14,25,26,41,43,15
07/24/2020,08,33,39,54,58,17
07/28/2020,17,20,27,31,34,19
07/31/2020,12,35,46,48,69,23
08/04/2020,02,22,30,42,62,20
08/07/2020,04,44,53,64,70,03
08/11/2020,08,22,29,43,56,09
08/14/2020,03,24,29,42,47,13
08/18/2020,04,18,26,27,58,23
08/21/2020,11,15,31,42,63,14
08/25/2020,08,10,15,17,57,12
08/28/2020,03,09,50,53,64,01
09/01/2020,15,25,26,38,47,22
09/04/2020,19,22,24,28,53,25
09/08/2020,07,10,15,31,57,21
09/11/2020,03,15,42,48,56,13
09/15/2020,25,28,38,59,62,22
09/18/2020,26,29,41,52,64,11
09/22/2020,36,43,44,55,68,12
09/25/2020,20,36,37,48,67,16
09/29/2020,14,39,43,44,67,19
10/02/2020,09,38,47,49,68,25
10/06/2020,15,16,18,39,59,17
10/09/2020,05,11,25,27,64,13
10/13/2020,11,44,45,46,70,25
10/16/2020,27,32,50,52,57,12
10/20/2020,46,54,57,58,66,10
10/23/2020,18,34,44,60,69,22
10/27/2020,06,13,34,46,62,01
10/30/2020,14,19,34,39,59,11
11/03/2020,07,31,44,45,55,19
11/06/2020,18,24,27,34,60,02
11/10/2020,23,45,53,58,62,13
11/13/2020,06,07,14,28,59,07
11/17/2020,08,13,35,46,68,16
11/20/2020,26,33,45,61,68,17
11/24/2020,09,15,34,61,64,06
11/27/2020,04,10,27,35,58,10
12/01/2020,07,33,53,61,65,14
12/04/2020,03,19,24,44,50,08
12/08/2020,15,19,33,39,68,25
12/11/2020,19,31,37,55,67,25
12/15/2020,01,10,18,20,46,15
12/18/2020,07,15,25,51,60,05
12/22/2020,29,53,56,59,67,21
12/25/2020,17,23,36,69,70,19
12/29/2020,01,31,35,48,62,19
01/01/2021,08,24,53,68,69,07
01/05/2021,20,43,51,55,57,04
01/08/2021,03,06,16,18,58,11
01/12/2021,12,14,26,28,33,09
01/15/2021,03,11,12,38,43,15
01/19/2021,10,19,26,28,50,16
01/22/2021,04,26,42,50,60,24
01/26/2021,29,49,56,66,67,24
01/29/2021,04,44,58,59,70,03
02/02/2021,13,37,38,40,67,10
02/05/2021,14,17,28,29,44,02
02/09/2021,07,18,21,31,40,09
02/12/2021,05,14,24,25,27,14
02/16/2021,01,36,44,54,66,10
02/19/2021,27,32,47,50,53,04
02/23/2021,05,07,09,20,57,15
02/26/2021,11,15,37,62,64,05
03/02/2021,04,08,13,34,64,18
03/05/2021,10,11,17,27,54,20
03/09/2021,04,33,46,58,65,13
03/12/2021,02,24,25,31,65,18
03/16/2021,10,41,46,52,69,08
03/19/2021,09,14,40,58,69,08
03/23/2021,12,23,35,38,55,11
03/26/2021,04,25,37,46,67,15
03/30/2021,11,37,47,53,56,15
04/02/2021,10,42,48,53,62,19
04/06/2021,01,19,20,32,42,17
04/09/2021,22,26,27,58,66,12
04/13/2021,10,15,19,45,68,09
04/16/2021,17,27,28,50,55,25
04/20/2021,06,23,43,49,52,05
04/23/2021,04,28,29,30,60,25
04/27/2021,15,22,30,41,42,25
04/30/2021,08,19,26,48,49,05
05/04/2021,04,27,32,57,63,22
05/07/2021,05,10,19,21,50,10
05/11/2021,07,08,20,36,39,22
05/14/2021,03,18,41,44,68,03
05/18/2021,03,05,56,61,66,04
05/21/2021,06,09,17,18,48,08
05/25/2021,14,21,31,34,54,11
05/28/2021,10,14,20,47,70,15
06/01/2021,07,11,33,58,63,23
06/04/2021,04,30,34,41,64,08
06/08/2021,09,22,39,41,54,19
06/11/2021,04,43,56,63,68,13
06/15/2021,18,22,27,38,52,11
06/18/2021,14,36,44,46,53,18
06/22/2021,01,26,48,51,59,25
06/25/2021,17,20,42,45,65,12
06/29/2021,07,38,50,52,69,21
07/02/2021,08,31,32,34,45,19
07/06/2021,18,47,63,68,69,14
07/09/2021,06,37,39,41,46,17
07/13/2021,03,10,17,26,55,24
07/16/2021,24,25,47,52,57,24
07/20/2021,10,26,30,52,57,10
07/23/2021,13,17,19,40,69,17
07/27/2021,02,35,36,54,64,11
07/30/2021,19,26,31,52,68,10
08/03/2021,01,09,17,27,34,24
08/06/2021,09,18,40,46,69,09
08/10/2021,29,45,50,59,62,12
08/13/2021,17,21,35,40,53,11
08/17/2021,03,06,16,38,56,24
08/20/2021,41,43,51,57,70,01
08/24/2021,17,18,26,52,67,19
08/27/2021,01,10,44,47,56,23
08/31/2021,08,14,31,58,68,15
09/03/2021,07,10,12,61,65,03
09/07/2021,15,17,25,32,53,12
09/10/2021,20,32,35,47,64,18
09/14/2021,04,13,19,63,64,16
09/17/2021,17,32,40,59,61,18
09/21/2021,36,41,45,51,56,13
09/24/2021,17,21,27,43,56,15
09/28/2021,18,30,43,68,69,22
10/01/2021,21,25,36,62,63,06
10/05/2021,07,11,18,30,36,04
10/08/2021,21,24,36,40,70,22
10/12/2021,21,26,56,61,65,04
10/15/2021,03,20,31,34,65,18
10/19/2021,03,12,13,19,52,01
10/22/2021,09,14,26,29,66,22
10/26/2021,06,14,19,56,62,09
10/29/2021,15,26,28,35,45,04
11/02/2021,05,10,26,58,65,09
11/05/2021,10,15,20,66,68,18
11/09/2021,09,14,16,26,49,14
11/12/2021,30,32,42,46,48,15
11/16/2021,06,22,44,53,65,03
11/19/2021,05,23,52,53,59,18
11/23/2021,07,24,54,57,58,06
11/26/2021,07,27,37,42,59,02
11/30/2021,07,08,26,30,39,17
12/03/2021,22,45,48,58,61,13
12/07/2021,01,07,40,43,68,01
12/10/2021,23,25,40,42,60,08
12/14/2021,33,35,44,55,69,20
12/17/2021,21,32,38,48,62,10
12/21/2021,25,31,58,64,67,24
12/24/2021,16,17,25,36,37,16
12/28/2021,03,05,08,31,38,04
12/31/2021,02,05,30,46,61,08
01/04/2022,04,06,16,21,22,01
01/07/2022,07,29,43,56,57,06
01/11/2022,02,03,19,52,58,16
01/14/2022,05,08,13,22,48,25
01/18/2022,04,19,39,42,52,09
01/21/2022,38,45,46,55,67,18
01/25/2022,03,12,38,53,58,13
01/28/2022,03,16,25,44,55,13
02/01/2022,11,24,38,62,66,01
02/04/2022,07,16,34,44,61,24
02/08/2022,01,17,20,52,54,02
02/11/2022,11,16,23,24,30,24
02/15/2022,02,04,15,21,63,19
02/18/2022,06,11,50,63,68,17
02/22/2022,06,17,22,57,62,03
02/25/2022,15,31,40,56,66,04
03/01/2022,18,22,38,39,50,18
03/04/2022,11,19,28,46,47,05
03/08/2022,07,18,38,58,64,24
03/11/2022,24,28,39,44,66,25
03/15/2022,09,14,28,59,60,24
03/18/2022,02,06,25,40,45,05
03/22/2022,08,15,21,27,61,08
03/25/2022,03,13,42,51,58,17
03/29/2022,07,22,36,45,47,12
04/01/2022,26,42,47,48,63,21
04/05/2022,22,43,60,63,64,18
04/08/2022,08,11,29,32,40,02
04/12/2022,02,08,14,20,31,17
04/15/2022,04,17,20,46,64,23
04/19/2022,02,09,33,47,53,24
04/22/2022,07,28,29,58,59,10
04/26/2022,05,07,19,46,69,02
04/29/2022,09,11,34,49,66,15
05/03/2022,15,19,27,35,57,17
05/06/2022,16,21,33,52,70,10
05/10/2022,15,19,20,61,70,09
05/13/2022,11,41,43,44,65,13
05/17/2022,07,21,24,41,65,24
05/20/2022,33,40,59,60,69,22
05/24/2022,03,05,06,63,68,25
05/27/2022,03,14,40,53,54,08
05/31/2022,06,15,41,63,64,24
06/03/2022,11,16,22,48,59,11
06/07/2022,04,34,40,41,53,03
06/10/2022,03,12,14,18,32,04
06/14/2022,30,37,38,42,58,22
06/17/2022,20,36,53,56,69,16
06/21/2022,08,13,18,32,42,20
06/24/2022,01,07,11,25,56,14
06/28/2022,07,12,21,43,55,11
07/01/2022,01,27,29,38,62,12
07/05/2022,27,31,50,51,61,21
07/08/2022,20,36,61,62,69,20
07/12/2022,04,07,10,45,64,12
07/15/2022,08,20,26,53,64,15
07/19/2022,02,31,32,37,70,25
07/22/2022,14,40,60,64,66,16
07/26/2022,07,29,60,63,66,15
07/29/2022,13,36,45,57,67,14
08/02/2022,10,14,25,37,63,14
08/05/2022,02,05,29,64,69,18
08/09/2022,01,08,10,25,32,13
08/12/2022,23,24,50,54,64,03
08/16/2022,33,35,41,45,51,01
08/19/2022,12,18,24,46,65,03
08/23/2022,03,05,47,48,67,07
08/26/2022,06,27,30,38,64,23
08/30/2022,02,38,55,57,65,17
09/02/2022,39,40,52,60,67,20
09/06/2022,06,17,46,59,68,02
09/09/2022,16,21,54,55,69,22
09/13/2022,14,25,38,59,64,21
09/16/2022,15,30,35,38,66,12
09/20/2022,09,21,28,30,52,10
09/23/2022,05,50,53,58,64,22
09/27/2022,08,14,24,43,51,09
09/30/2022,16,26,37,40,51,06
10/04/2022,15,18,25,33,38,25
10/07/2022,06,11,29,36,55,21
10/11/2022,03,07,11,13,38,01
10/14/2022,09,22,26,41,44,19
10/18/2022,01,15,20,44,67,23
10/21/2022,34,36,43,45,68,22
10/25/2022,21,30,35,45,66,21
10/28/2022,04,18,31,53,69,07
11/01/2022,05,09,15,16,17,25
11/04/2022,02,20,47,55,59,19
11/08/2022,05,13,29,38,59,23
11/11/2022,01,05,17,37,70,22
11/15/2022,06,19,28,46,61,18
11/18/2022,02,14,16,38,66,09
11/22/2022,13,23,24,25,43,02
11/25/2022,29,31,46,54,67,18
11/29/2022,20,23,37,46,52,06
12/02/2022,01,21,36,46,52,16
12/06/2022,15,16,19,28,47,13
12/09/2022,08,19,53,61,69,19
12/13/2022,14,22,48,58,68,06
12/16/2022,08,35,40,53,56,11
12/20/2022,03,04,33,36,52,17
12/23/2022,15,21,32,38,62,08
12/27/2022,09,13,36,59,61,11
12/30/2022,01,03,06,44,51,07
01/03/2023,25,29,33,41,44,18
01/06/2023,03,20,46,59,63,13
01/10/2023,07,13,14,15,18,09
01/13/2023,30,43,45,46,61,14
01/17/2023,02,12,18,24,39,18
01/20/2023,20,29,31,64,66,17
01/24/2023,33,41,47,50,62,20
01/27/2023,04,43,46,47,61,22
01/31/2023,07,09,18,29,39,13
02/03/2023,01,04,50,54,59,17
02/07/2023,09,15,46,55,57,04
02/10/2023,20,29,30,52,58,19
02/14/2023,23,24,35,40,43,01
02/17/2023,02,33,38,57,70,13
02/21/2023,02,15,30,36,63,24
02/24/2023,02,22,49,65,67,07
02/28/2023,14,16,40,52,59,13
03/03/2023,08,25,36,39,67,11
03/07/2023,15,22,25,28,69,21
03/10/2023,09,20,59,60,63,05
03/14/2023,01,07,23,38,55,02
03/17/2023,26,28,29,39,49,25
03/21/2023,01,21,25,27,40,11
03/24/2023,14,17,33,42,66,15
03/28/2023,02,03,18,32,68,24
03/31/2023,16,26,27,42,61,23
04/04/2023,01,37,45,62,64,04
04/07/2023,12,32,49,51,66,21
04/11/2023,31,35,53,54,55,24
04/14/2023,23,27,41,48,51,22
04/18/2023,07,09,15,19,25,04
04/21/2023,03,21,29,46,63,09
04/25/2023,08,29,46,47,48,12
04/28/2023,18,38,53,62,64,20
05/02/2023,03,15,16,32,41,09
05/05/2023,16,18,28,42,43,11
05/09/2023,04,37,46,48,51,19
05/12/2023,01,02,23,40,45,15
05/16/2023,15,34,36,69,70,17
05/19/2023,05,11,41,44,55,14
05/23/2023,03,10,22,65,66,19
05/26/2023,12,20,37,41,64,01
05/30/2023,13,16,40,64,68,21
06/02/2023,03,16,19,36,60,25
06/06/2023,06,12,23,29,57,04
06/09/2023,03,19,53,60,68,13
06/13/2023,08,10,19,44,47,04
06/16/2023,04,24,34,45,57,19
06/20/2023,06,37,39,45,46,21
06/23/2023,13,62,65,67,69,14
06/27/2023,08,34,35,41,52,12
06/30/2023,13,22,47,51,55,09
07/04/2023,21,33,54,61,67,12
07/07/2023,08,10,17,55,66,03
07/11/2023,10,17,33,51,64,05
07/14/2023,10,24,48,51,66,15
07/18/2023,19,22,31,37,54,18
07/21/2023,29,40,47,50,57,25
07/25/2023,03,05,06,44,61,25
07/28/2023,05,10,28,52,63,18
08/01/2023,08,24,30,45,61,12
08/04/2023,11,30,45,52,56,20
08/08/2023,13,19,20,32,33,14
08/11/2023,08,09,18,35,41,18
08/15/2023,18,39,42,57,63,07
08/18/2023,10,20,29,44,66,11
08/22/2023,01,12,26,36,50,07
08/25/2023,12,23,26,31,38,02
08/29/2023,09,39,52,61,63,25
09/01/2023,10,31,42,43,55,08
09/05/2023,03,43,50,51,65,13
09/08/2023,03,12,17,51,62,01
09/12/2023,02,14,21,42,67,18
09/15/2023,05,13,29,50,53,25
09/19/2023,06,09,13,29,66,24
09/22/2023,10,13,14,57,66,03
09/26/2023,15,30,35,42,60,16
09/29/2023,18,40,47,55,64,11
10/03/2023,03,19,32,39,59,24
10/06/2023,12,24,46,57,66,22
10/10/2023,03,08,17,46,63,07
10/13/2023,06,18,44,46,68,18
10/17/2023,05,06,29,32,61,20
10/20/2023,07,29,36,49,61,22
10/24/2023,16,20,30,54,59,07
10/27/2023,11,32,43,57,70,06
10/31/2023,14,35,37,55,70,15
11/03/2023,15,32,38,47,65,12
11/07/2023,03,11,33,42,52,20
11/10/2023,13,33,59,68,70,08
11/14/2023,29,35,59,61,69,22
11/17/2023,06,12,31,33,69,17
11/21/2023,17,22,25,30,38,24
11/24/2023,06,15,45,59,68,01
11/28/2023,27,37,42,59,61,11
12/01/2023,12,47,49,52,65,12
12/05/2023,18,35,40,64,67,18
12/08/2023,21,26,53,66,70,13
12/12/2023,08,23,44,45,53,03
12/15/2023,10,20,28,40,54,12
12/19/2023,17,26,50,58,61,11
12/22/2023,10,26,36,54,69,04
12/26/2023,08,10,22,58,64,21
12/29/2023,11,27,30,62,70,10
01/02/2024,03,18,27,29,64,01
01/05/2024,05,23,26,38,44,25
01/09/2024,12,15,32,33,53,24
01/12/2024,19,34,35,45,67,07
01/16/2024,02,10,42,49,54,13
01/19/2024,01,09,16,17,30,17
01/23/2024,21,28,58,69,70,20
01/26/2024,14,31,34,50,61,13
01/30/2024,03,05,16,58,59,11
02/02/2024,11,22,42,64,69,18
02/06/2024,02,10,31,44,57,10
02/09/2024,17,22,29,46,69,01
02/13/2024,01,03,19,25,58,20
02/16/2024,19,23,39,42,67,18
02/20/2024,05,45,55,58,68,07
02/23/2024,04,06,40,41,60,11
02/27/2024,06,18,26,27,49,04
03/01/2024,15,33,37,55,61,24
03/05/2024,02,49,50,61,70,14
03/08/2024,19,20,22,47,58,01
03/12/2024,02,16,31,57,64,24
03/15/2024,13,25,50,51,66,06
03/19/2024,24,46,49,62,66,07
03/22/2024,03,08,31,35,44,16
03/26/2024,07,11,22,29,38,04
03/29/2024,11,30,33,38,60,16
04/02/2024,10,50,56,60,66,19
04/05/2024,20,30,54,63,65,14
04/09/2024,34,43,51,52,69,25
04/12/2024,01,12,14,18,66,16
04/16/2024,21,26,36,44,59,02
04/19/2024,19,30,34,46,58,03
04/23/2024,11,17,33,39,43,14
04/26/2024,15,23,53,57,61,09
04/30/2024,10,18,27,37,61,05
05/03/2024,06,13,15,53,56,11
05/07/2024,26,28,36,63,66,15
05/10/2024,13,22,26,32,65,18
05/14/2024,13,19,43,62,64,06
05/17/2024,08,17,40,60,70,03
05/21/2024,02,05,08,28,69,14
05/24/2024,46,54,56,67,70,16
05/28/2024,12,18,48,57,62,04
05/31/2024,04,11,23,33,49,23
06/04/2024,19,37,40,63,69,17
06/07/2024,03,05,12,22,66,07
06/11/2024,01,05,07,22,24,08
06/14/2024,01,25,26,31,65,02
06/18/2024,21,22,50,55,67,20
06/21/2024,03,18,27,40,44,19
06/25/2024,03,16,27,47,62,08
06/28/2024,28,31,33,42,66,24
07/02/2024,04,08,19,31,45,11
07/05/2024,06,15,32,54,67,04
07/09/2024,21,26,54,60,64,03
07/12/2024,15,35,48,53,68,08
07/16/2024,05,35,42,58,66,22
07/19/2024,10,17,23,50,67,03
07/23/2024,03,09,14,26,51,21
07/26/2024,02,14,33,58,65,03
07/30/2024,19,23,30,33,50,25
08/02/2024,06,07,24,44,54,13
08/06/2024,23,29,36,61,70,22
08/09/2024,12,32,38,40,57,21
08/13/2024,34,55,59,65,70,12
08/16/2024,22,38,48,51,61,05
08/20/2024,05,20,26,49,51,24
08/23/2024,28,30,44,66,69,02
08/27/2024,16,18,21,54,65,05
08/30/2024,10,17,20,24,54,08
09/03/2024,12,41,43,52,55,09
09/06/2024,06,23,41,59,63,25
09/10/2024,01,02,16,24,66,06
09/13/2024,21,55,56,57,66,01
09/17/2024,14,31,48,57,64,09
09/20/2024,20,21,40,49,55,11
09/24/2024,01,06,10,23,27,18
09/27/2024,29,46,53,69,70,23
10/01/2024,27,35,47,50,66,25
10/04/2024,21,39,42,43,45,03
10/08/2024,03,19,20,22,66,09
10/11/2024,03,10,29,52,57,20
10/15/2024,22,34,44,54,62,03
10/18/2024,04,09,26,39,58,23
10/22/2024,08,43,48,58,60,04
10/25/2024,23,26,35,41,43,07
10/29/2024,16,22,26,36,56,01
11/01/2024,11,22,42,46,51,04
11/05/2024,02,24,25,52,58,09
11/08/2024,25,28,42,64,69,19
11/12/2024,18,31,33,64,68,17
11/15/2024,05,17,35,55,69,19
11/19/2024,05,35,50,51,59,08
11/22/2024,13,20,26,32,65,02
11/26/2024,05,22,24,39,42,03
11/29/2024,03,29,34,37,38,17
12/03/2024,52,60,61,66,67,23
12/06/2024,16,21,33,39,45,24
12/10/2024,12,14,26,48,52,21
12/13/2024,36,43,52,58,65,16
12/17/2024,56,66,67,68,69,18
12/20/2024,02,20,51,56,67,19
12/24/2024,11,14,38,45,46,03
12/27/2024,03,07,37,49,55,06
12/31/2024,13,22,27,29,35,01
01/03/2025,20,42,46,59,69,19
01/07/2025,20,24,33,39,48,18
01/10/2025,09,23,39,65,66,22
01/14/2025,04,14,35,49,62,06
01/17/2025,08,10,37,54,69,22
01/21/2025,27,30,56,64,65,22
01/24/2025,08,12,43,52,62,18
01/28/2025,10,19,31,47,56,06
01/31/2025,09,28,48,56,63,02
02/04/2025,14,24,31,53,54,01
02/07/2025,04,24,32,41,55,16
